Spec        m/mH  ED(K) Eb(K) dEb(K)                           dHf(kcal/mol)
JH            1   450.  225. 3.0E+01 Herma, Ebfac=50%         *  +51.63
X             1   350.  175. 3.0E+01 TA H2Oice, Ebfac=50%     *  +51.63
X             1   350.  287. 3.0E+01 TA H2Oice, Eb Katz       *  +51.63
X             1   373.  287. 3.0E+01 Katz et al. 1999         *  +51.63
JH2           2    23.  250. 0.0e+00 Herma, Ebfac=50%         *    0.00 
X             2   315.  158. 0.0e+00 Katz, Ebfac=50%          *    0.00
JO         JCO        JCO2                              7.00e+02   dpr                  
JO         JCO        JCO2                              8.00e+02   dpr                  
JO         JCO        JCO2                              9.00e+02   dpr                  
JO         JCO        JCO2                              1.25e+02   dpr                  
JH         JCO        JHCO                              5.00e+03   dpr                  
JH         JCO        JHCO                              3.50e+03   dpr                  
JO         JCO        JCO2                              1.50e+02   dpr                  
JH         JCO        JHCO                              3.00e+03   dpr                  
JO         JCO        JCO2                              1.35e+02   dpr                  
JO         JCO        JCO2                              1.40e+02   dpr                  
JH         JCO        JHCO                              2.80e+03   dpr                  
JH         JCO        JHCO                              3.20e+03   dpr                  
JH         JH2CO      JCH2OH                            5.00E+03   dpr              
JH         JH2CO      JCH2OH                            3.50E+03   dpr                
JH         JH2CO      JCH2OH                            3.00E+03   dpr               
JH         JH2CO      JCH2OH                            2.80E+03   dpr             
JH         JH2CO      JCH2OH                            3.20E+03   dpr        

c--------------------------------------------------------------
c EH = Eric's Notes. Some rounded. Others from polarizability. 
c      The others "estimate".
c AR = Allen Robinson 
c      Allen, M.,and Robinson, G.W. 1977, Ap.J.,212,396.
c      Mostly based on Avgul Diselev 1970, Chem.Phys.Carbon,6,p1.
c      These are actually carbonatious and graphite surfaces.
c      Converted by 1kcal/mole = 503.4K, Numbers checked twice by Hasegawa.
c      They say these ED may be reduced to 1/5 on a H2-ice surface.
c TA = Tielens Allamandola
c WT = Watson = mostly from Hollenbach Salpeter
c      Watson, W.D. 1976, Rev.Mod.Phys., 48, 513.
c TH = Tielens and Hagen. 
c      Tielents, A.G.G.M., and Hagen, W. 1982, A&Ap.,114, 245.
